winwin.hk: 0 mail.winwin.hk.
kfk.hk: 0 _dc-mx.764af5cb2967.kfk.hk.
miclub.hk: 10 mx01.greenradar.com.
miclub.hk: 20 mx02.greenradar.com.
prosource.hk: 10 mx2.qiye.aliyun.com.
prosource.hk: 5 mx1.qiye.aliyun.com.
prosource.hk: 15 mx3.qiye.aliyun.com.
starslingers.hk: 10 mx2.netim.net.
starslingers.hk: 10 mx1.netim.net.
pyramid.hk: 10 mail.pyramid.hk.
d-m.hk: 5 ALT1.ASPMX.L.GOOGLE.COM.
d-m.hk: 10 ALT3.ASPMX.L.GOOGLE.COM.
d-m.hk: 10 ALT4.ASPMX.L.GOOGLE.COM.
d-m.hk: 5 \ \009ALT2.ASPMX.L.GOOGLE.COM.
d-m.hk: 1 \ \009ASPMX.L.GOOGLE.COM.
anbo.hk: 10 MXBIZ2.QQ.COM.
anbo.hk: 5 MXBIZ1.QQ.COM.
cathaydragon.hk: 10 custmx.cscdns.net.
cultbeauty.hk: 10 mail.idp365.net.
kartell.hk: 5 alt2.aspmx.l.google.com.
kartell.hk: 10 aspmx3.googlemail.com.
kartell.hk: 10 aspmx2.googlemail.com.
kartell.hk: 5 alt1.aspmx.l.google.com.
kartell.hk: 1 aspmx.l.google.com.
makingit.hk: 10 mail.makingit.hk.
hcx.hk: 100 mx3.mail.ovh.net.
hcx.hk: 1 mx1.mail.ovh.net.
hcx.hk: 5 mx2.mail.ovh.net.
lwa.hk: 0 lwa.hk.
valens.hk: 5 mxbiz1.qq.com.
valens.hk: 10 mxbiz2.qq.com.
jardiance.hk: 10 mail4.boehringer-ingelheim.com.
jardiance.hk: 10 mail1.boehringer-ingelheim.com.
jardiance.hk: 10 mail3.boehringer-ingelheim.com.
jardiance.hk: 10 mail2.boehringer-ingelheim.com.
isagenix.hk: 10 mail.isagenix.hk.
scotchwhisky.hk: 10 mail.scotchwhisky.hk.
kravmaga.hk: 10 mxbiz2.qq.com.
kravmaga.hk: 5 mxbiz1.qq.com.
mathnasium.hk: 1 ASPMX.L.GOOGLE.COM.
mathnasium.hk: 5 ALT2.ASPMX.L.GOOGLE.COM.
mathnasium.hk: 10 ASPMX3.GOOGLEMAIL.COM.
mathnasium.hk: 5 ALT1.ASPMX.L.GOOGLE.COM.
mathnasium.hk: 10 ASPMX2.GOOGLEMAIL.COM.
dpx.hk: 0 dpx-hk.mail.protection.outlook.com.
foodwise.hk: 1 alltheemails.com.
cpms.hk: 5 mx1.cpms.hk.
cpms.hk: 10 mx2.cpms.hk.
airfranceklm.hk: 10 mx1.afkl.c3s2.iphmx.com.
airfranceklm.hk: 20 mx2.afkl.c3s2.iphmx.com.
globaldata.hk: 10 mail.globaldata.hk.
smoooth.hk: 10 mxz3.klarna.com.
smoooth.hk: 10 mxz2.klarna.com.
smoooth.hk: 10 mxz1.klarna.com.
swch.hk: 0 swch-hk.mail.protection.outlook.com.
toprank.hk: 5 mxbiz1.qq.com.
toprank.hk: 10 mxbiz2.qq.com.
cjf.hk: 5 mxbiz1.qq.com.
cjf.hk: 10 mxbiz2.qq.com.
thrivelife.hk: 20 mail2.bb-online.co.uk.
thrivelife.hk: 30 mail3.bb-online.co.uk.
thrivelife.hk: 10 mail1.bb-online.co.uk.
mychoices.hk: 10 mx.zoho.com.
mychoices.hk: 20 mx2.zoho.com.
mychoices.hk: 50 mx3.zoho.com.
uct.hk: 0 uct.hk.
homecredit.hk: 0 homecredit-hk.mail.protection.outlook.com.
sulzer.hk: 10 mx00.udag.de.
sulzer.hk: 20 mx01.udag.de.
petland.hk: 0 petland.hk.
surveymonkey.hk: 10 mail.surveymonkey.com.
zenogroup.hk: 10 bh.markmonitor.com.
yyh.hk: 10 mxdomain.qq.com.
airmiles.hk: 10 airmiles-hk.mail.protection.outlook.com.
tenga.hk: 10 mail.iposcsl.com.
stst.hk: 10 mx.zoho.com.
myjapan.hk: 10 alt4.aspmx.l.google.com.
myjapan.hk: 10 alt3.aspmx.l.google.com.
myjapan.hk: 1 aspmx.l.google.com.
myjapan.hk: 5 alt1.aspmx.l.google.com.
myjapan.hk: 5 alt2.aspmx.l.google.com.
hobbyhub.hk: 20 alt1.aspmx.l.google.com.
hobbyhub.hk: 30 aspmx2.googlemail.com.
hobbyhub.hk: 10 aspmx.l.google.com.
hobbyhub.hk: 30 aspmx3.googlemail.com.
hobbyhub.hk: 20 alt2.aspmx.l.google.com.
nyamba.hk: 10 spool.mail.gandi.net.
nyamba.hk: 50 fb.mail.gandi.net.
deducation.hk: 10 hkfirm.net.
masterlock.hk: 10 relay1.netnames.net.
masterlock.hk: 100 relay2.netnames.net.
outshock.hk: 50 fb.mail.gandi.net.
outshock.hk: 10 spool.mail.gandi.net.
disneycruise.hk: 10 custmx.cscdns.net.
itlink.hk: 10 mail1.itlink.hk.
itlink.hk: 20 mail2.itlink.hk.
luxliving.hk: 0 mail.luxliving.hk.
teamy.hk: 1 smtp.google.com.
digitalhouse.hk: 0 digitalhouse-hk.mail.protection.outlook.com.
inarea.hk: 0 .
nintendoswitch.hk: 10 custmx.cscdns.net.
doublehelix.hk: 10 pmgw.membrey.hk.
kamps.hk: 10 mx00.udag.de.
kamps.hk: 20 mx01.udag.de.
bussola.hk: 1 ASPMX.L.GOOGLE.COM.
bussola.hk: 10 ALT4.ASPMX.L.GOOGLE.COM.
bussola.hk: 5 ALT1.ASPMX.L.GOOGLE.COM.
bussola.hk: 5 ALT2.ASPMX.L.GOOGLE.COM.
bussola.hk: 10 ALT3.ASPMX.L.GOOGLE.COM.
onecrypto.hk: 0 onecrypto.hk.
petitbateau.hk: 10 mail.petitbateau.hk.
fortyfive.hk: 0 mail.fortyfive.hk.
gengen.hk: 10 alt3.aspmx.l.google.com.
gengen.hk: 10 alt4.aspmx.l.google.com.
gengen.hk: 5 alt1.aspmx.l.google.com.
gengen.hk: 5 alt2.aspmx.l.google.com.
gengen.hk: 1 aspmx.l.google.com.
disneycruiseline.hk: 10 custmx.cscdns.net.
theboat.hk: 20 mail2.invite.hk.
theboat.hk: 10 mail.invite.hk.
seosem.hk: 20 mx20.antispam.mailspamprotection.com.
seosem.hk: 10 mx10.antispam.mailspamprotection.com.
seosem.hk: 30 mx30.antispam.mailspamprotection.com.
datamining.hk: 10 mx623hk.now.net.cn.
datamining.hk: 5 mx623.now.net.cn.
remy-martin.hk: 0 .
smartbusiness.hk: 10 mail.smartbusiness.hk.
hella.hk: 5 mail4.hella.com.
hella.hk: 5 mail6.hella.com.
hella.hk: 5 mail5.hella.com.
jobhunting.hk: 30 mx30.antispam.mailspamprotection.com.
jobhunting.hk: 20 mx20.antispam.mailspamprotection.com.
jobhunting.hk: 10 mx10.antispam.mailspamprotection.com.
blanton.hk: 10 mail.workhost.de.
embee.hk: 10 ALT3.ASPMX.L.GOOGLE.COM.
embee.hk: 5 ALT1.ASPMX.L.GOOGLE.COM.
embee.hk: 1 ASPMX.L.GOOGLE.COM.
embee.hk: 10 ALT4.ASPMX.L.GOOGLE.COM.
embee.hk: 5 ALT2.ASPMX.L.GOOGLE.COM.
hotpoint.hk: 10 mail.register.it.
merrygoround.hk: 0 mail.merrygoround.hk.
lmf.hk: 0 mail.lmf.hk.
radware.hk: 10 MAIL.101DOMAIN.COM.
vantech.hk: 50 turquoise.uhost.hk.
vantech.hk: 20 turquoise.uhost.hk.
vantech.hk: 10 turquoise.uhost.hk.
awana.hk: 0 mail.awana.hk.
chiccodoro.hk: 10 mail.chiccodoro.hk.
openknowledge.hk: 0 mail.openknowledge.hk.
mondelez.hk: 10 custmx.cscdns.net.
ok7.hk: 0 mail.ok7.hk.
webstore.hk: 10 mx.ptx.hk.
webstore.hk: 20 mx2.ptx.hk.
startitup.hk: 10 mail.startitup.hk.
redwings.hk: 5 mxw.263.net.
redwings.hk: 10 mxw.263.net.
vipshop.hk: null gslb.vipgtmsg.com.
isquare.hk: 10 mail.isquare.hk.
cssc.hk: 10 mxw.mxhichina.com.
cssc.hk: 5 mxn.mxhichina.com.
pontis.hk: 10 mail.pontis.hk.
kenton.hk: 10 mx02.mail.icloud.com.
kenton.hk: 10 mx01.mail.icloud.com.
inbet.hk: 0 localhost.
render.hk: 10 mxw.mxhichina.com.
render.hk: 5 mxn.mxhichina.com.
industrystock.hk: 10 mailpubde1.industrystock.com.
tanita.hk: 10 mxgw1.tanita.co.jp.
tanita.hk: 20 mxgw2.tanita.co.jp.
homeplan.hk: 5 alt1.aspmx.l.google.com.
homeplan.hk: 5 alt2.aspmx.l.google.com.
homeplan.hk: 10 alt4.aspmx.l.google.com.
homeplan.hk: 1 aspmx.l.google.com.
homeplan.hk: 10 alt3.aspmx.l.google.com.
bruce.hk: 10 mail.bruce.hk.
seosem.hk: 20 mx20.antispam.mailspamprotection.com.
seosem.hk: 10 mx10.antispam.mailspamprotection.com.
seosem.hk: 30 mx30.antispam.mailspamprotection.com.
holisticlife.hk: 10 mxbiz2.qq.com.
holisticlife.hk: 5 mxbiz1.qq.com.
havasmedia.hk: 0 .
visionone.hk: 10 mail.visionone.hk.
quatre.hk: 20 ALT1.ASPMX.L.GOOGLE.COM.
quatre.hk: 10 ASPMX.L.GOOGLE.COM.
quatre.hk: 30 ASPMX2.GOOGLEMAIL.COM.
quatre.hk: 30 ASPMX4.GOOGLEMAIL.COM.
quatre.hk: 20 ALT2.ASPMX.L.GOOGLE.COM.
quatre.hk: 30 ASPMX5.GOOGLEMAIL.COM.
quatre.hk: 30 ASPMX3.GOOGLEMAIL.COM.
cloudview.hk: 20 hkmx2.wingtaiproperties.com.
cloudview.hk: 10 hkmx1.wingtaiproperties.com.
lyk.hk: 10 mx04.communilink.net.
lyk.hk: 10 mx02.communilink.net.
lyk.hk: 10 mx03.communilink.net.
lyk.hk: 10 mx01.communilink.net.
emailpro.hk: 5 mail.emailpro.hk.
mindustry.hk: 10 _dc-mx.5d5cfbde16bf.mindustry.hk.
cyt.hk: 0 cyt.hk.
angelinipharma.hk: 10 mail.register.it.
ivg.hk: 100 mail18.is-fun.net.
879.hk: null zj333.zhanghonghong.com.
citylab.hk: 5 alt2.aspmx.l.google.com.
citylab.hk: 10 alt4.aspmx.l.google.com.
citylab.hk: 10 alt3.aspmx.l.google.com.
citylab.hk: 1 aspmx.l.google.com.
citylab.hk: 5 alt1.aspmx.l.google.com.
orogold.hk: 10 MAIL.101DOMAIN.COM.
gloster.hk: 10 mail.gloster.hk.
spire.hk: 1 SMTP.GOOGLE.COM.
stockmarkets.hk: 10 mail.stockmarkets.hk.
com2.hk: 1 mail.com2.hk.
planex.hk: 1 SMTP.GOOGLE.COM.
pic.hk: 10 newmail.pic.hk.
pic.hk: 20 mx20.pic.hk.
saboten.hk: 10 saboten-hk.mail.protection.outlook.com.
eventone.hk: 10 mx13a.hgcbizmail.com.
eventone.hk: 10 mx13b.hgcbizmail.com.
easyweb.hk: 10 mail.easyweb.hk.
vv.hk: 0 mx-caprica.zoneedit.com.
panoramas.hk: 0 panoramas.hk.
seweurodrive.hk: 100 mail13.is-fun.net.
superrich.hk: 5 hzmx01.mxmail.netease.com.
superrich.hk: 10 hzmx02.mxmail.netease.com.
getfunding.hk: 0 web1011.dataplugs.com.
subtel.hk: 20 mx01.udag.de.
subtel.hk: 10 mx00.udag.de.
mye.hk: 5 mx1.qiye.aliyun.com.
mye.hk: 15 mx3.qiye.aliyun.com.
mye.hk: 10 mx2.qiye.aliyun.com.
taa.hk: 20 mx2.mx660.now.net.cn.
taa.hk: 10 mx1.mx660.now.net.cn.
gotit.hk: 10 qiye163mx02.mxmail.netease.com.
gotit.hk: 5 qiye163mx01.mxmail.netease.com.
guangzhou.hk: 10 mail.guangzhou.hk.
myharmony.hk: 130 mx13.abchk.net.
myharmony.hk: 10 mx1.abchk.net.
mycroft.hk: 32 route2.mx.cloudflare.net.
mycroft.hk: 51 route3.mx.cloudflare.net.
mycroft.hk: 23 route1.mx.cloudflare.net.
infoblox.hk: 15 cerberus.infoblox.com.
infoblox.hk: 30 daneel.infoblox.com.
valens.hk: 5 mxbiz1.qq.com.
valens.hk: 10 mxbiz2.qq.com.
800-flowers.hk: 10 mail1.800-flowers.net.
800-flowers.hk: 20 mail2.800-flowers.net.
sekoya.hk: 50 fb.mail.gandi.net.
sekoya.hk: 10 spool.mail.gandi.net.
metacorp.hk: 10 metacorp-hk.mail.protection.outlook.com.
goout.hk: 10 mail.goout.hk.
yongxin.hk: 0 mail.yongxin.hk.
unitop.hk: 10 mxw.mxhichina.com.
unitop.hk: 5 mxn.mxhichina.com.
jieshuo.hk: 5 mx2.feishu.cn.
jieshuo.hk: 1 mx1.feishu.cn.
jieshuo.hk: 10 mx3.feishu.cn.
bullionblock.hk: 0 bullionblock.hk.
globee.hk: 0 GLOBEE-HK.MAIL.PROTECTION.OUTLOOK.COM.
i-travel.hk: 0 i-travel.hk.
phillips66.hk: 10 custmx.cscdns.net.
tabla.hk: 10 mxbiz2.qq.com.
tabla.hk: 5 mxbiz1.qq.com.
sustainablefinance.hk: 5 alt1.aspmx.l.google.com.
1902.hk: 0 1902-hk.mail.protection.outlook.com.
cpsc.hk: 10 cpsc.hk.
litao.hk: 5 mxbiz1.qq.com.
litao.hk: 10 mxbiz2.qq.com.
manson.hk: 0 manson.hk.
oddschecker.hk: 10 relay1.netnames.net.
oddschecker.hk: 100 relay2.netnames.net.
share2act.hk: 0 .
hobson.hk: 0 HOBSON-HK.MAIL.PROTECTION.OUTLOOK.COM.
titanmedia.hk: 10 mail.titanmedia.hk.
himo.hk: 5 mail.himo.hk.
kge.hk: 0 ms-mx4.hostedexchange.asia.
kge.hk: 0 ms-mx2.hostedexchange.asia.
kge.hk: 0 ms-mx1.hostedexchange.asia.
kge.hk: 0 ms-mx3.hostedexchange.asia.
sego.hk: 10 ALT4.ASPMX.L.GOOGLE.COM.
sego.hk: 10 ALT3.ASPMX.L.GOOGLE.COM.
sego.hk: 5 ALT1.ASPMX.L.GOOGLE.COM.
sego.hk: 1 ASPMX.L.GOOGLE.COM.
sego.hk: 5 ALT2.ASPMX.L.GOOGLE.COM.
omnicare.hk: 0 mail.omnicare.hk.
manc.hk: 0 manc.hk.
somethingblue.hk: 0 somethingblue.hk.
transunion.hk: 10 mxa-00030c01.gslb.pphosted.com.
transunion.hk: 10 mxb-00030c01.gslb.pphosted.com.
sungroup.hk: 10 smtpedged.on-nets.com.
sungroup.hk: 10 smtpedgec.on-nets.com.
sungroup.hk: 10 smtpedgea.on-nets.com.
sungroup.hk: 10 smtpedgeb.on-nets.com.
swimshop.hk: 10 relay1.netnames.net.
swimshop.hk: 100 relay2.netnames.net.
virbac.hk: 0 .
michaelpage.hk: 10 eu-smtp-inbound-1.mimecast.com.
michaelpage.hk: 10 eu-smtp-inbound-2.mimecast.com.
burial.hk: 0 burial.hk.
apet.hk: 5 mxbiz1.qq.com.
apet.hk: 5 mxbiz2.qq.com.
adsmart.hk: 10 mail.workin.hk.
midowatches.hk: 5 sgrmgw5.swatchgroup.com.
midowatches.hk: 5 sgrmgw6.swatchgroup.com.
niessing.hk: 10 mx00.udag.de.
niessing.hk: 20 mx01.udag.de.
winworld.hk: 10 winworld.hk.
evadict.hk: 50 fb.mail.gandi.net.
evadict.hk: 10 spool.mail.gandi.net.
isgo.hk: 10 mail.isgo.hk.
rfe.hk: 0 mail.rfe.hk.
brembo.hk: 100 relay2.netnames.net.
brembo.hk: 10 relay1.netnames.net.
memail.hk: 10 mx01.memail.com.
memail.hk: 10 mx02.memail.com.
memail.hk: 20 mx04.memail.com.
memail.hk: 20 mx03.memail.com.
orsay.hk: 100 relay2.netnames.net.
orsay.hk: 10 relay1.netnames.net.
carfix.hk: 10 mailcow.timway.com.
carfix.hk: 20 mailcow2.timway.com.
wiseview.hk: 0 wiseview-hk.mail.protection.outlook.com.
xique.hk: 10 inbound-smtp.us-east-1.amazonaws.com.
mw2.hk: 10 mail.mw2.hk.
toptrade.hk: 130 mx13.abchk.net.
toptrade.hk: 10 mx1.abchk.net.
638.hk: null niuge.xawop.com.
signorvino.hk: 20 mx2.calzedonia.com.
signorvino.hk: 10 mx1.calzedonia.com.
weilong.hk: 10 mx.ym.163.com.
tyg.hk: 0 a-203-169-229-66.tyg.hk.
sterilair.hk: 20 mx01.udag.de.
sterilair.hk: 10 mx00.udag.de.
paradores.hk: 10 spool.mail.gandi.net.
paradores.hk: 50 fb.mail.gandi.net.
englishteacher.hk: 0 englishteacher.hk.
sardar.hk: 0 sardar.hk.
filigran.hk: 10 mail.filigran.hk.
heavylift.hk: 1 SMTP.GOOGLE.COM.
bestgroup.hk: 50 mx3.zoho.com.
bestgroup.hk: 10 mx.zoho.com.
bestgroup.hk: 20 mx2.zoho.com.
ewave.hk: 0 mail.ewave.hk.
kothari.hk: 10 mx1.titan.email.
kothari.hk: 20 mx2.titan.email.
comfortinn.hk: 10 custmx.cscdns.net.
oscal.hk: 5 mxbiz1.qq.com.
oscal.hk: 10 mxbiz2.qq.com.
wordworld.hk: 10 MAIL.101DOMAIN.COM.
1panel.hk: 1 mx1.larksuite.com.
1panel.hk: 5 mx2.larksuite.com.
1panel.hk: 10 mx3.larksuite.com.
naturae.hk: 10 mailstore1.secureserver.net.
naturae.hk: 0 smtp.secureserver.net.
caine.hk: 0 caine-hk.mail.eo.outlook.COM.
caine.hk: 20 ASPMX.L.GOOGLE.COM.
haribo.hk: 10 mail.haribo.hk.
in-touch.hk: 10 mail.in-touch.hk.
digitrans.hk: 20 mailfox2.hkmailbox.com.
digitrans.hk: 10 mailfox.hkmailbox.com.
iceskating.hk: 0 iceskating-hk.mail.protection.outlook.com.
elevatedigital.hk: 1 aspmx.l.google.com.
elevatedigital.hk: 5 alt2.aspmx.l.google.com.
elevatedigital.hk: 10 alt4.aspmx.l.google.com.
elevatedigital.hk: 10 alt3.aspmx.l.google.com.
elevatedigital.hk: 5 alt1.aspmx.l.google.com.
patra.hk: 0 mail.patra.hk.
cyma.hk: 0 mail.cyma.hk.
tenpo.hk: 20 mx20.mailspamprotection.com.
tenpo.hk: 30 mx30.mailspamprotection.com.
tenpo.hk: 10 mx10.mailspamprotection.com.
winson.hk: 0 winson.hk.
burmester.hk: 10 mx00.udag.de.
burmester.hk: 20 mx01.udag.de.
nuvra.hk: 1 bounce.argewebhosting.nl.
berth.hk: 10 aspmx2.googlemail.com.
berth.hk: 10 aspmx3.googlemail.com.
berth.hk: 1 aspmx.l.google.com.
berth.hk: 5 alt1.aspmx.l.google.com.
berth.hk: 5 alt2.aspmx.l.google.com.
seeyon.hk: 5 mx1.hostinger.com.
seeyon.hk: 10 mx2.hostinger.com.
roxane.hk: 10 spool.mail.gandi.net.
roxane.hk: 50 fb.mail.gandi.net.
nuxe.hk: 10 mail.nuxe.hk.
atg.hk: 10 mail.atg.hk.
erewards.hk: 10 inbound02.dynata.com.
erewards.hk: 10 inbound01.dynata.com.
erewards.hk: 10 inbound03.dynata.com.
lasportiva.hk: 10 mail.lasportiva.hk.
maap.hk: 0 maap-hk.mail.protection.outlook.com.
straumann.hk: 10 smtp1.speednames.com.
straumann.hk: 20 smtp2.speednames.com.
topin.hk: 5 mx1.mx660.now.net.cn.
topin.hk: 20 mx2.mx660.now.net.cn.
intercorp.hk: 10 emx.mail.ru.
avic.hk: 20 mx1.global-mail.cn.
avic.hk: 5 mx.global-mail.cn.
577.hk: null niuge.xawop.com.
knightly.hk: 10 smx118.cn4e.com.
kidsplay.hk: 1 ASPMX.L.GOOGLE.COM.
dobo.hk: 10 mxbiz2.qq.com.
dobo.hk: 5 mxbiz1.qq.com.
demark.hk: 10 mxn.mxhichina.com.
demark.hk: 5 mxw.mxhichina.com.
exped.hk: 10 mx00.udag.de.
exped.hk: 20 mx01.udag.de.
soluna.hk: 10 mail.soluna.hk.
care4u.hk: 10 mail.care4u.hk.
forevermark.hk: 100 relay2.netnames.net.
forevermark.hk: 10 relay1.netnames.net.
festool.hk: 10 custmx.cscdns.net.
atdesign.hk: 0 mail.atdesign.hk.
bestmedia.hk: 0 mail.bestmedia.hk.
tribord.hk: 10 spool.mail.gandi.net.
tribord.hk: 50 fb.mail.gandi.net.
zenz.hk: 10 alt4.aspmx.l.google.com.
zenz.hk: 5 alt2.aspmx.l.google.com.
zenz.hk: 0 aspmx.l.google.com.
zenz.hk: 10 alt3.aspmx.l.google.com.
zenz.hk: 5 alt1.aspmx.l.google.com.
lopa.hk: 10 mx1.abchk.net.
lopa.hk: 130 mx13.abchk.net.
bbmm.hk: 1 smtp.google.com.
bbmm.hk: 1 ASPMX.L.google.com.
ideatech.hk: 10 mail.ideatech.hk.
usapara.hk: 10 mail.usapara.hk.
plugilo.hk: 10 mx00.udag.de.
plugilo.hk: 20 mx01.udag.de.
coli.hk: 10 pop3.coli.hk.
rogerdubuis.hk: 10 mxa-00657601.gslb.pphosted.com.
rogerdubuis.hk: 10 mxb-00657601.gslb.pphosted.com.
10a.hk: 0 mail.10a.hk.
dyg.hk: 10 mxbiz2.qq.com.
dyg.hk: 5 mxbiz1.qq.com.
gef.hk: 5 alt2.aspmx.l.google.com.
gef.hk: 10 alt3.aspmx.l.google.com.
gef.hk: 5 alt1.aspmx.l.google.com.
gef.hk: 1 aspmx.l.google.com.
cmslegal.hk: 10 relay1.netnames.net.
cmslegal.hk: 100 relay2.netnames.net.
horan.hk: 10 mail.basstech.net.
dixons.hk: 10 relay1.netnames.net.
dixons.hk: 100 relay2.netnames.net.
gemballa.hk: 10 mx03.routing.net.
gemballa.hk: 20 mxbackup.routing.net.
gemballa.hk: 10 mx01.routing.net.
gemballa.hk: 10 mx02.routing.net.
rembe.hk: 10 w0127ec1.kasserver.com.
greenshoots.hk: 15 RPA2H6T6R7DNFZBWHEJQ5A6SM5BCK76GMMZD2QBRWESBLR5SYSFQ.MX-VERIFICATION.GOOGLE.COM.
greenshoots.hk: 5 ALT1.ASPMX.L.GOOGLE.COM.
greenshoots.hk: 1 ASPMX.L.GOOGLE.COM.
greenshoots.hk: 10 ALT4.ASPMX.L.GOOGLE.COM.
greenshoots.hk: 10 ALT3.ASPMX.L.GOOGLE.COM.
greenshoots.hk: 5 ALT2.ASPMX.L.GOOGLE.COM.
xiny.hk: 5 mx-n.global-mail.cn.
xiny.hk: 20 mx1-n.global-mail.cn.
okaidi.hk: 10 mail.okaidi.hk.
starcatcher.hk: 10 mx2.hostinger.co.uk.
starcatcher.hk: 5 mx1.hostinger.co.uk.
in-motion.hk: 10 alt4.aspmx.l.google.com.
in-motion.hk: 1 aspmx.l.google.com.
in-motion.hk: 10 alt3.aspmx.l.google.com.
in-motion.hk: 5 alt1.aspmx.l.google.com.
in-motion.hk: 5 alt2.aspmx.l.google.com.
manakin.hk: 10 manakin-hk.mail.eo.outlook.com.
caliente.hk: 10 mail.caliente.hk.
breville.hk: 0 breville-hk.mail.protection.outlook.com.
972.hk: null niuge.xawop.com.
r6.hk: 97 route1.mx.cloudflare.net.
r6.hk: 77 route3.mx.cloudflare.net.
r6.hk: 16 route2.mx.cloudflare.net.
2f.hk: 31 route3.mx.cloudflare.net.
2f.hk: 74 route2.mx.cloudflare.net.
2f.hk: 32 route1.mx.cloudflare.net.
greenglobe.hk: 1 aspmx.l.google.com.
greenglobe.hk: 10 alt4.aspmx.l.google.com.
greenglobe.hk: 5 alt2.aspmx.l.google.com.
greenglobe.hk: 10 alt3.aspmx.l.google.com.
greenglobe.hk: 5 alt1.aspmx.l.google.com.
smarttrading.hk: 5 mail.smarttrading.hk.
seosem.hk: 20 mx20.antispam.mailspamprotection.com.
seosem.hk: 30 mx30.antispam.mailspamprotection.com.
seosem.hk: 10 mx10.antispam.mailspamprotection.com.
inlingua.hk: 10 mx1.mail.hostpoint.ch.
inlingua.hk: 10 mx2.mail.hostpoint.ch.
e-marketing.hk: 20 mx2.ptx.hk.
e-marketing.hk: 10 mx.ptx.hk.
insuremytrip.hk: 10 mail.insuremytrip.hk.
shengyuan.hk: 10 mail.shengyuan.hk.
shengyuan.hk: 0 shengyuan-hk.mail.protection.outlook.com.
ovid.hk: 10 ovid.hk.
jgl.hk: 10 mxdomain.qq.com.
bambo.hk: 20 smtp2.speednames.com.
bambo.hk: 10 smtp1.speednames.com.
solax.hk: 10 ALT3.aspmx.l.google.com.
solax.hk: 5 alt2.aspmx.l.google.com.
solax.hk: 5 alt1.aspmx.l.google.com.
solax.hk: 10 ALT4.aspmx.l.google.com.
solax.hk: 1 aspmx.l.google.com.
1020.hk: null xpj-cdn-go.longteng-cdn.com.
adultfriendfinder.hk: 20 mx3.friendfinder.com.
adultfriendfinder.hk: 20 mx1.friendfinder.com.
adultfriendfinder.hk: 20 mx2.friendfinder.com.
petclub.hk: 0 petclub-com-hk.mail.protection.outlook.com.
hilfiger.hk: 1 bh.markmonitor.com.
epicure.hk: 30 fosse.virtualhosting.hk.
casper.hk: 0 casper.hk.
helu.hk: 0 localhost.
tradewin.hk: 10 mail501.runitemail.cc.
scottishwidows.hk: 0 .
cyberland.hk: 0 mail.cyberland.hk.
msec.hk: 0 msec-hk.mail.protection.outlook.com.
aircool.hk: 10 mx10.antispam.mailspamprotection.com.
aircool.hk: 30 mx30.antispam.mailspamprotection.com.
aircool.hk: 20 mx20.antispam.mailspamprotection.com.
vpgroup.hk: 0 vpgroup-hk.mail.protection.outlook.com.
aircom.hk: 10 mxbiz2.qq.com.
aircom.hk: 5 mxbiz1.qq.com.
brucelee.hk: 0 brucelee.hk.
kookai.hk: 10 mail.kookai.hk.
wolfer.hk: 10 mx01.vargonen.net.
mup.hk: 10 mail.mup.hk.
esia.hk: 0 esia.hk.
smartclub.hk: 10 mail.smartclub.hk.
collusion.hk: 20 relay2.netnames.net.
collusion.hk: 10 relay1.netnames.net.
dell-technologies.hk: 10 mail.idp365.net.
einhell.hk: 100 mail13.is-fun.net.
fundable.hk: 10 mx2.hostinger.com.
fundable.hk: 5 mx1.hostinger.com.
skovik.hk: 0 .
4p.hk: 94 route2.mx.cloudflare.net.
4p.hk: 93 route1.mx.cloudflare.net.
4p.hk: 22 route3.mx.cloudflare.net.
visiongroup.hk: 10 mx1.spamcontroller.net.
visiongroup.hk: 20 mx4.spamcontroller.net.
visiongroup.hk: 10 mx2.spamcontroller.net.
visiongroup.hk: 10 mx3.spamcontroller.net.
elgoog.hk: 26 route1.mx.cloudflare.net.
elgoog.hk: 16 route2.mx.cloudflare.net.
elgoog.hk: 29 route3.mx.cloudflare.net.
schiebel.hk: 20 mx01.udag.de.
schiebel.hk: 10 mx00.udag.de.
globalink.hk: 10 ALT3.ASPMX.L.GOOGLE.COM.
globalink.hk: 5 ALT2.ASPMX.L.GOOGLE.COM.
globalink.hk: 10 ALT4.ASPMX.L.GOOGLE.COM.
globalink.hk: 5 ALT1.ASPMX.L.GOOGLE.COM.
globalink.hk: 1 ASPMX.L.GOOGLE.COM.
lingdu.hk: 5 qiye163mx01.mxmail.netease.com.
lingdu.hk: 10 qiye163mx02.mxmail.netease.com.
titl.hk: 10 mail.titl.hk.
epop.hk: 0 mail.epop.hk.
valens.hk: 5 mxbiz1.qq.com.
valens.hk: 10 mxbiz2.qq.com.
zpr.hk: 20 mx2.zoho.com.
zpr.hk: 10 mx.zoho.com.
zpr.hk: 30 mx3.zoho.com.
865.hk: 29 mail.865.hk.
20s.hk: 0 mail.20s.hk.
unv.hk: 20 mx2.zoho.com.
unv.hk: 50 mx3.zoho.com.
unv.hk: 10 mx.zoho.com.
urbangreen.hk: 5 urbangreen-hk.mail.protection.outlook.com.
windev.hk: 5 mx2.ovh.net.
windev.hk: 100 mxb.ovh.net.
windev.hk: 1 mx1.ovh.net.
lunexa.hk: 5 mx1.qiye.aliyun.com.
lunexa.hk: 15 mx3.qiye.aliyun.com.
lunexa.hk: 10 mx2.qiye.aliyun.com.
